"","date","location","satellite_grid_lat","satellite_grid_long","vcd_no2"
"827","2019 10 03","Delhi","28.625","77.125","-1.26765060022823e+30"
"828","2019 10 03","Taipei","25.125","121.625","9415414421389312"
"829","2019 10 04","Los Angeles","34.125","-118.125","12397968560750592"
"830","2019 10 04","Delhi","28.625","77.125","5763871344164864"
"831","2019 10 04","Taipei","25.125","121.625","-1.26765060022823e+30"
"832","2019 10 05","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"833","2019 10 05","Delhi","28.625","77.125","6300561330667520"
"834","2019 10 05","Taipei","25.125","121.625","5794291523780608"
"835","2019 10 06","Los Angeles","34.125","-118.125","7274237395992576"
"836","2019 10 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"837","2019 10 06","Taipei","25.125","121.625","-1.26765060022823e+30"
"838","2019 10 07","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"839","2019 10 07","Delhi","28.625","77.125","5888475324743680"
"840","2019 10 07","Taipei","25.125","121.625","4743656086962176"
"841","2019 10 08","Los Angeles","34.125","-118.125","9513614553645056"
"842","2019 10 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"843","2019 10 08","Taipei","25.125","121.625","-1.26765060022823e+30"
"844","2019 10 09","Los Angeles","34.125","-118.125","9086029084491776"
"845","2019 10 09","Delhi","28.625","77.125","7448885261762560"
"846","2019 10 09","Taipei","25.125","121.625","5379500225331200"
"847","2019 10 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"848","2019 10 10","Delhi","28.625","77.125","-1.26765060022823e+30"
"849","2019 10 10","Taipei","25.125","121.625","4335705866108928"
"850","2019 10 11","Los Angeles","34.125","-118.125","8532536112185344"
"851","2019 10 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"852","2019 10 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"853","2019 10 12","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"854","2019 10 12","Delhi","28.625","77.125","-1.26765060022823e+30"
"855","2019 10 12","Taipei","25.125","121.625","6698443342872576"
"856","2019 10 13","Los Angeles","34.125","-118.125","7994313896099840"
"857","2019 10 13","Delhi","28.625","77.125","8558558782160896"
"858","2019 10 13","Taipei","25.125","121.625","-1.26765060022823e+30"
"859","2019 10 14","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"860","2019 10 14","Delhi","28.625","77.125","10550918948847616"
"861","2019 10 14","Taipei","25.125","121.625","3269865171320832"
"862","2019 10 15","Los Angeles","34.125","-118.125","8542607810494464"
"863","2019 10 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"864","2019 10 15","Taipei","25.125","121.625","-1.26765060022823e+30"
"865","2019 10 16","Los Angeles","34.125","-118.125","14769828816486400"
"866","2019 10 16","Delhi","28.625","77.125","8636485058166784"
"867","2019 10 16","Taipei","25.125","121.625","5619156716093440"
"868","2019 10 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"869","2019 10 17","Delhi","28.625","77.125","-1.26765060022823e+30"
"870","2019 10 17","Taipei","25.125","121.625","3872261983436800"
"871","2019 10 18","Los Angeles","34.125","-118.125","8900211619397632"
"872","2019 10 18","Delhi","28.625","77.125","7348008828010496"
"873","2019 10 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"874","2019 10 19","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"875","2019 10 19","Delhi","28.625","77.125","-1.26765060022823e+30"
"876","2019 10 19","Taipei","25.125","121.625","5096618109960192"
"877","2019 10 20","Los Angeles","34.125","-118.125","5022568578809856"
"878","2019 10 20","Delhi","28.625","77.125","5860097402077184"
"879","2019 10 20","Taipei","25.125","121.625","-1.26765060022823e+30"
"880","2019 10 21","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"881","2019 10 21","Delhi","28.625","77.125","9006539440390144"
"882","2019 10 21","Taipei","25.125","121.625","3854605104447488"
"883","2019 10 22","Los Angeles","34.125","-118.125","8035778584117248"
"884","2019 10 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"885","2019 10 22","Taipei","25.125","121.625","-1.26765060022823e+30"
"886","2019 10 23","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"887","2019 10 23","Delhi","28.625","77.125","8072291711713280"
"888","2019 10 23","Taipei","25.125","121.625","4785232444129280"
"889","2019 10 24","Los Angeles","34.125","-118.125","5707222336143360"
"890","2019 10 24","Delhi","28.625","77.125","-1.26765060022823e+30"
"891","2019 10 24","Taipei","25.125","121.625","-1.26765060022823e+30"
"892","2019 10 25","Los Angeles","34.125","-118.125","11076986944356352"
"893","2019 10 25","Delhi","28.625","77.125","8925302818340864"
"894","2019 10 25","Taipei","25.125","121.625","5411146618109952"
"895","2019 10 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"896","2019 10 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"897","2019 10 26","Taipei","25.125","121.625","6974102933864448"
"898","2019 10 27","Los Angeles","34.125","-118.125","4722105551683584"
"899","2019 10 27","Delhi","28.625","77.125","6048488089452544"
"900","2019 10 27","Taipei","25.125","121.625","-1.26765060022823e+30"
"901","2019 10 28","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"902","2019 10 28","Delhi","28.625","77.125","-1.26765060022823e+30"
"903","2019 10 28","Taipei","25.125","121.625","6145769098706944"
"904","2019 10 29","Los Angeles","34.125","-118.125","10371294826594304"
"905","2019 10 29","Delhi","28.625","77.125","6749330652266496"
"906","2019 10 29","Taipei","25.125","121.625","-1.26765060022823e+30"
"907","2019 10 30","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"908","2019 10 30","Delhi","28.625","77.125","6463218184617984"
"909","2019 10 30","Taipei","25.125","121.625","5487295851397120"
"910","2019 10 31","Los Angeles","34.125","-118.125","8649528873844736"
"911","2019 10 31","Delhi","28.625","77.125","-1.26765060022823e+30"
"912","2019 10 31","Taipei","25.125","121.625","-1.26765060022823e+30"
"913","2019 11 01","Los Angeles","34.125","-118.125","13597923367452672"
"914","2019 11 01","Delhi","28.625","77.125","9127885688274944"
"915","2019 11 01","Taipei","25.125","121.625","6901115333378048"
"916","2019 11 02","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"917","2019 11 02","Delhi","28.625","77.125","-1.26765060022823e+30"
"918","2019 11 02","Taipei","25.125","121.625","7687076631805952"
"919","2019 11 03","Los Angeles","34.125","-118.125","13954866288263168"
"920","2019 11 03","Delhi","28.625","77.125","5529651745128448"
"921","2019 11 03","Taipei","25.125","121.625","-1.26765060022823e+30"
"922","2019 11 04","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"923","2019 11 04","Delhi","28.625","77.125","-1.26765060022823e+30"
"924","2019 11 04","Taipei","25.125","121.625","423390426955776"
"925","2019 11 05","Los Angeles","34.125","-118.125","18785360171499520"
"926","2019 11 05","Delhi","28.625","77.125","6572934197936128"
"927","2019 11 05","Taipei","25.125","121.625","-1.26765060022823e+30"
"928","2019 11 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"929","2019 11 06","Delhi","28.625","77.125","12838484028948480"
"930","2019 11 06","Taipei","25.125","121.625","9486163270172672"
"931","2019 11 07","Los Angeles","34.125","-118.125","11471445330755584"
"932","2019 11 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"933","2019 11 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"934","2019 11 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"935","2019 11 08","Delhi","28.625","77.125","12135277623508992"
"936","2019 11 08","Taipei","25.125","121.625","9441987384049664"
"937","2019 11 09","Los Angeles","34.125","-118.125","7945701308760064"
"938","2019 11 09","Delhi","28.625","77.125","-1.26765060022823e+30"
"939","2019 11 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"940","2019 11 10","Los Angeles","34.125","-118.125","8591127519166464"
"941","2019 11 10","Delhi","28.625","77.125","7280355040034816"
"942","2019 11 10","Taipei","25.125","121.625","5665284664852480"
"943","2019 11 11","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"944","2019 11 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"945","2019 11 11","Taipei","25.125","121.625","6554789034852352"
"946","2019 11 12","Los Angeles","34.125","-118.125","19895613512482816"
"947","2019 11 12","Delhi","28.625","77.125","-1.26765060022823e+30"
"948","2019 11 12","Taipei","25.125","121.625","-1.26765060022823e+30"
"949","2019 11 13","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"950","2019 11 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"951","2019 11 13","Taipei","25.125","121.625","6281029966888960"
"952","2019 11 14","Los Angeles","34.125","-118.125","18399873971781632"
"953","2019 11 14","Delhi","28.625","77.125","15076223193448448"
"954","2019 11 14","Taipei","25.125","121.625","-1.26765060022823e+30"
"955","2019 11 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"956","2019 11 15","Delhi","28.625","77.125","8515704135352320"
"957","2019 11 15","Taipei","25.125","121.625","5980025773883392"
"958","2019 11 16","Los Angeles","34.125","-118.125","10374351769567232"
"959","2019 11 16","Delhi","28.625","77.125","-1.26765060022823e+30"
"960","2019 11 16","Taipei","25.125","121.625","-1.26765060022823e+30"
"961","2019 11 17","Los Angeles","34.125","-118.125","6572825213140992"
"962","2019 11 17","Delhi","28.625","77.125","6183761305665536"
"963","2019 11 17","Taipei","25.125","121.625","7888914324914176"
"964","2019 11 18","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"965","2019 11 18","Delhi","28.625","77.125","-1.26765060022823e+30"
"966","2019 11 18","Taipei","25.125","121.625","11357956188667904"
"967","2019 11 19","Los Angeles","34.125","-118.125","20999329913241600"
"968","2019 11 19","Delhi","28.625","77.125","7201279860277248"
"969","2019 11 19","Taipei","25.125","121.625","-1.26765060022823e+30"
"970","2019 11 20","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"971","2019 11 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"972","2019 11 20","Taipei","25.125","121.625","7426618003816448"
"973","2019 11 21","Los Angeles","34.125","-118.125","14185149549772800"
"974","2019 11 21","Delhi","28.625","77.125","10923628694601728"
"975","2019 11 21","Taipei","25.125","121.625","-1.26765060022823e+30"
"976","2019 11 22","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"977","2019 11 22","Delhi","28.625","77.125","18922910794121216"
"978","2019 11 22","Taipei","25.125","121.625","6901158819921920"
"979","2019 11 23","Los Angeles","34.125","-118.125","8473172147961856"
"980","2019 11 23","Delhi","28.625","77.125","-1.26765060022823e+30"
"981","2019 11 23","Taipei","25.125","121.625","-1.26765060022823e+30"
"982","2019 11 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"983","2019 11 24","Delhi","28.625","77.125","7787348012040192"
"984","2019 11 24","Taipei","25.125","121.625","5225933669662720"
"985","2019 11 25","Los Angeles","34.125","-118.125","7316948161396736"
"986","2019 11 25","Delhi","28.625","77.125","-1.26765060022823e+30"
"987","2019 11 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"988","2019 11 26","Los Angeles","34.125","-118.125","15765738316890112"
"989","2019 11 26","Delhi","28.625","77.125","12498550252371968"
"990","2019 11 26","Taipei","25.125","121.625","6664451897950208"
"991","2019 11 27","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"992","2019 11 27","Delhi","28.625","77.125","-1.26765060022823e+30"
"993","2019 11 27","Taipei","25.125","121.625","9951251320012800"
"994","2019 11 28","Los Angeles","34.125","-118.125","6716474152452096"
"995","2019 11 28","Delhi","28.625","77.125","6620685107462144"
"996","2019 11 28","Taipei","25.125","121.625","-1.26765060022823e+30"
"997","2019 11 29","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"998","2019 11 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"999","2019 11 29","Taipei","25.125","121.625","3905336452841472"
"1000","2019 11 30","Los Angeles","34.125","-118.125","10011168261275648"
"1001","2019 11 30","Delhi","28.625","77.125","8041471563268096"
"1002","2019 11 30","Taipei","25.125","121.625","-1.26765060022823e+30"
"1003","2019 12 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1004","2019 12 01","Delhi","28.625","77.125","12812758248587264"
"1005","2019 12 01","Taipei","25.125","121.625","7190651426832384"
"1006","2019 12 02","Los Angeles","34.125","-118.125","12765497502203904"
"1007","2019 12 02","Delhi","28.625","77.125","-1.26765060022823e+30"
"1008","2019 12 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"1009","2019 12 03","Los Angeles","34.125","-118.125","11121622391980032"
"1010","2019 12 03","Delhi","28.625","77.125","7354451815825408"
"1011","2019 12 03","Taipei","25.125","121.625","11333142015115264"
"1012","2019 12 04","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1013","2019 12 04","Delhi","28.625","77.125","-1.26765060022823e+30"
"1014","2019 12 04","Taipei","25.125","121.625","6790478049574912"
"1015","2019 12 05","Los Angeles","34.125","-118.125","17864925057646592"
"1016","2019 12 05","Delhi","28.625","77.125","15710629591515136"
"1017","2019 12 05","Taipei","25.125","121.625","-1.26765060022823e+30"
"1018","2019 12 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1019","2019 12 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"1020","2019 12 06","Taipei","25.125","121.625","7012455918075904"
"1021","2019 12 07","Los Angeles","34.125","-118.125","3916398677983232"
"1022","2019 12 07","Delhi","28.625","77.125","10474420212596736"
"1023","2019 12 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"1024","2019 12 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1025","2019 12 08","Delhi","28.625","77.125","24201971061751808"
"1026","2019 12 08","Taipei","25.125","121.625","8323293895458816"
"1027","2019 12 09","Los Angeles","34.125","-118.125","7435840372342784"
"1028","2019 12 09","Delhi","28.625","77.125","-1.26765060022823e+30"
"1029","2019 12 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"1030","2019 12 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1031","2019 12 10","Delhi","28.625","77.125","14545870968061952"
"1032","2019 12 10","Taipei","25.125","121.625","11075282916081664"
"1033","2019 12 11","Los Angeles","34.125","-118.125","10113459349880832"
"1034","2019 12 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"1035","2019 12 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"1036","2019 12 12","Los Angeles","34.125","-118.125","28665170079252480"
"1037","2019 12 12","Delhi","28.625","77.125","10094957704511488"
"1038","2019 12 12","Taipei","25.125","121.625","6688934822150144"
"1039","2019 12 13","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1040","2019 12 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"1041","2019 12 13","Taipei","25.125","121.625","6905534854725632"
"1042","2019 12 14","Los Angeles","34.125","-118.125","11142721418821632"
"1043","2019 12 14","Delhi","28.625","77.125","6432284756410368"
"1044","2019 12 14","Taipei","25.125","121.625","-1.26765060022823e+30"
"1045","2019 12 15","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1046","2019 12 15","Delhi","28.625","77.125","-1.26765060022823e+30"
"1047","2019 12 15","Taipei","25.125","121.625","4538079624822784"
"1048","2019 12 16","Los Angeles","34.125","-118.125","9460310788276224"
"1049","2019 12 16","Delhi","28.625","77.125","5883984399564800"
"1050","2019 12 16","Taipei","25.125","121.625","-1.26765060022823e+30"
"1051","2019 12 17","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1052","2019 12 17","Delhi","28.625","77.125","5017675000446976"
"1053","2019 12 17","Taipei","25.125","121.625","15701138787532800"
"1054","2019 12 18","Los Angeles","34.125","-118.125","9494177679147008"
"1055","2019 12 18","Delhi","28.625","77.125","-1.26765060022823e+30"
"1056","2019 12 18","Taipei","25.125","121.625","-1.26765060022823e+30"
"1057","2019 12 19","Los Angeles","34.125","-118.125","17001249010352128"
"1058","2019 12 19","Delhi","28.625","77.125","14145616523296768"
"1059","2019 12 19","Taipei","25.125","121.625","6699908463591424"
"1060","2019 12 20","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1061","2019 12 20","Delhi","28.625","77.125","-1.26765060022823e+30"
"1062","2019 12 20","Taipei","25.125","121.625","3941645837926400"
"1063","2019 12 21","Los Angeles","34.125","-118.125","8457944341413888"
"1064","2019 12 21","Delhi","28.625","77.125","13561266895323136"
"1065","2019 12 21","Taipei","25.125","121.625","-1.26765060022823e+30"
"1066","2019 12 22","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1067","2019 12 22","Delhi","28.625","77.125","-1.26765060022823e+30"
"1068","2019 12 22","Taipei","25.125","121.625","12728627355451392"
"1069","2019 12 23","Los Angeles","34.125","-118.125","6352632977293312"
"1070","2019 12 23","Delhi","28.625","77.125","6271051684118528"
"1071","2019 12 23","Taipei","25.125","121.625","-1.26765060022823e+30"
"1072","2019 12 24","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1073","2019 12 24","Delhi","28.625","77.125","27011665652350976"
"1074","2019 12 24","Taipei","25.125","121.625","14481462564749312"
"1075","2019 12 25","Los Angeles","34.125","-118.125","8221090316812288"
"1076","2019 12 25","Delhi","28.625","77.125","-1.26765060022823e+30"
"1077","2019 12 25","Taipei","25.125","121.625","-1.26765060022823e+30"
"1078","2019 12 26","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1079","2019 12 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"1080","2019 12 26","Taipei","25.125","121.625","-1.26765060022823e+30"
"1081","2019 12 27","Los Angeles","34.125","-118.125","7352102468714496"
"1082","2019 12 27","Delhi","28.625","77.125","-1.26765060022823e+30"
"1083","2019 12 27","Taipei","25.125","121.625","-1.26765060022823e+30"
"1084","2019 12 28","Los Angeles","34.125","-118.125","12160326946521088"
"1085","2019 12 28","Delhi","28.625","77.125","9871465860038656"
"1086","2019 12 28","Taipei","25.125","121.625","8475023815737344"
"1087","2019 12 29","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1088","2019 12 29","Delhi","28.625","77.125","-1.26765060022823e+30"
"1089","2019 12 29","Taipei","25.125","121.625","1046363487862784"
"1090","2019 12 30","Los Angeles","34.125","-118.125","6306555494400000"
"1091","2019 12 30","Delhi","28.625","77.125","8034569550823424"
"1092","2019 12 30","Taipei","25.125","121.625","-1.26765060022823e+30"
"1093","2019 12 31","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1094","2019 12 31","Delhi","28.625","77.125","-1.26765060022823e+30"
"1095","2019 12 31","Taipei","25.125","121.625","5222319991554048"
"1096","2020 01 01","Los Angeles","34.125","-118.125","10975666518360064"
"1097","2020 01 01","Delhi","28.625","77.125","12721585756569600"
"1098","2020 01 01","Taipei","25.125","121.625","-1.26765060022823e+30"
"1099","2020 01 02","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1100","2020 01 02","Delhi","28.625","77.125","20874187451138048"
"1101","2020 01 02","Taipei","25.125","121.625","8832724798275584"
"1102","2020 01 03","Los Angeles","34.125","-118.125","16575641373638656"
"1103","2020 01 03","Delhi","28.625","77.125","-1.26765060022823e+30"
"1104","2020 01 03","Taipei","25.125","121.625","-1.26765060022823e+30"
"1105","2020 01 04","Los Angeles","34.125","-118.125","23654236029976576"
"1106","2020 01 04","Delhi","28.625","77.125","9859468942639104"
"1107","2020 01 04","Taipei","25.125","121.625","6094508127158272"
"1108","2020 01 05","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1109","2020 01 05","Delhi","28.625","77.125","-1.26765060022823e+30"
"1110","2020 01 05","Taipei","25.125","121.625","4492296884060160"
"1111","2020 01 06","Los Angeles","34.125","-118.125","12366104198381568"
"1112","2020 01 06","Delhi","28.625","77.125","8683220744798208"
"1113","2020 01 06","Taipei","25.125","121.625","-1.26765060022823e+30"
"1114","2020 01 07","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1115","2020 01 07","Delhi","28.625","77.125","-1.26765060022823e+30"
"1116","2020 01 07","Taipei","25.125","121.625","16380394307846144"
"1117","2020 01 08","Los Angeles","34.125","-118.125","19083643502723072"
"1118","2020 01 08","Delhi","28.625","77.125","10100857915834368"
"1119","2020 01 08","Taipei","25.125","121.625","-1.26765060022823e+30"
"1120","2020 01 09","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1121","2020 01 09","Delhi","28.625","77.125","11206241837645824"
"1122","2020 01 09","Taipei","25.125","121.625","10896057152045056"
"1123","2020 01 10","Los Angeles","34.125","-118.125","8695084518211584"
"1124","2020 01 10","Delhi","28.625","77.125","-1.26765060022823e+30"
"1125","2020 01 10","Taipei","25.125","121.625","-1.26765060022823e+30"
"1126","2020 01 11","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1127","2020 01 11","Delhi","28.625","77.125","13310322693636096"
"1128","2020 01 11","Taipei","25.125","121.625","6426743174856704"
"1129","2020 01 12","Los Angeles","34.125","-118.125","4641610348363776"
"1130","2020 01 12","Delhi","28.625","77.125","-1.26765060022823e+30"
"1131","2020 01 12","Taipei","25.125","121.625","-1.26765060022823e+30"
"1132","2020 01 13","Los Angeles","34.125","-118.125","19408377390039040"
"1133","2020 01 13","Delhi","28.625","77.125","7743097500860416"
"1134","2020 01 13","Taipei","25.125","121.625","10970977487814656"
"1135","2020 01 14","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1136","2020 01 14","Delhi","28.625","77.125","-1.26765060022823e+30"
"1137","2020 01 14","Taipei","25.125","121.625","21608800804929536"
"1138","2020 01 15","Los Angeles","34.125","-118.125","23987720913158144"
"1139","2020 01 15","Delhi","28.625","77.125","6716796274999296"
"1140","2020 01 15","Taipei","25.125","121.625","-1.26765060022823e+30"
"1141","2020 01 16","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1142","2020 01 16","Delhi","28.625","77.125","-1.26765060022823e+30"
"1143","2020 01 16","Taipei","25.125","121.625","6131722408165376"
"1144","2020 01 17","Los Angeles","34.125","-118.125","14580835223076864"
"1145","2020 01 17","Delhi","28.625","77.125","10461777976360960"
"1146","2020 01 17","Taipei","25.125","121.625","-1.26765060022823e+30"
"1147","2020 01 18","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1148","2020 01 18","Delhi","28.625","77.125","13674117161025536"
"1149","2020 01 18","Taipei","25.125","121.625","7070137328861184"
"1150","2020 01 19","Los Angeles","34.125","-118.125","7348531203407872"
"1151","2020 01 19","Delhi","28.625","77.125","-1.26765060022823e+30"
"1152","2020 01 19","Taipei","25.125","121.625","-1.26765060022823e+30"
"1153","2020 01 20","Los Angeles","34.125","-118.125","11946724264247296"
"1154","2020 01 20","Delhi","28.625","77.125","13387270253969408"
"1155","2020 01 20","Taipei","25.125","121.625","8077562173456384"
"1156","2020 01 21","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1157","2020 01 21","Delhi","28.625","77.125","-1.26765060022823e+30"
"1158","2020 01 21","Taipei","25.125","121.625","6243596105678848"
"1159","2020 01 22","Los Angeles","34.125","-118.125","19244389096226816"
"1160","2020 01 22","Delhi","28.625","77.125","8347163176206336"
"1161","2020 01 22","Taipei","25.125","121.625","-1.26765060022823e+30"
"1162","2020 01 23","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1163","2020 01 23","Delhi","28.625","77.125","-1.26765060022823e+30"
"1164","2020 01 23","Taipei","25.125","121.625","12416924398911488"
"1165","2020 01 24","Los Angeles","34.125","-118.125","18630150790840320"
"1166","2020 01 24","Delhi","28.625","77.125","7676335455469568"
"1167","2020 01 24","Taipei","25.125","121.625","-1.26765060022823e+30"
"1168","2020 01 25","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1169","2020 01 25","Delhi","28.625","77.125","15378433198522368"
"1170","2020 01 25","Taipei","25.125","121.625","5458762236166144"
"1171","2020 01 26","Los Angeles","34.125","-118.125","7593034027892736"
"1172","2020 01 26","Delhi","28.625","77.125","-1.26765060022823e+30"
"1173","2020 01 26","Taipei","25.125","121.625","-1.26765060022823e+30"
"1174","2020 01 27","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1175","2020 01 27","Delhi","28.625","77.125","19008996971118592"
"1176","2020 01 27","Taipei","25.125","121.625","7434637244628992"
"1177","2020 01 28","Los Angeles","34.125","-118.125","10635120708943872"
"1178","2020 01 28","Delhi","28.625","77.125","-1.26765060022823e+30"
"1179","2020 01 28","Taipei","25.125","121.625","-1.26765060022823e+30"
"1180","2020 01 29","Los Angeles","34.125","-118.125","7887400885813248"
"1181","2020 01 29","Delhi","28.625","77.125","9337795772416000"
"1182","2020 01 29","Taipei","25.125","121.625","8836118896181248"
"1183","2020 01 30","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1184","2020 01 30","Delhi","28.625","77.125","-1.26765060022823e+30"
"1185","2020 01 30","Taipei","25.125","121.625","5218142598987776"
"1186","2020 01 31","Los Angeles","34.125","-118.125","12078040741838848"
"1187","2020 01 31","Delhi","28.625","77.125","7656311244193792"
"1188","2020 01 31","Taipei","25.125","121.625","-1.26765060022823e+30"
"1189","2020 02 01","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1190","2020 02 01","Delhi","28.625","77.125","-1.26765060022823e+30"
"1191","2020 02 01","Taipei","25.125","121.625","4303534950449152"
"1192","2020 02 02","Los Angeles","34.125","-118.125","10798179142336512"
"1193","2020 02 02","Delhi","28.625","77.125","7648042358407168"
"1194","2020 02 02","Taipei","25.125","121.625","-1.26765060022823e+30"
"1195","2020 02 03","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1196","2020 02 03","Delhi","28.625","77.125","10880742372409344"
"1197","2020 02 03","Taipei","25.125","121.625","11506236713336832"
"1198","2020 02 04","Los Angeles","34.125","-118.125","10311829930639360"
"1199","2020 02 04","Delhi","28.625","77.125","-1.26765060022823e+30"
"1200","2020 02 04","Taipei","25.125","121.625","-1.26765060022823e+30"
"1201","2020 02 05","Los Angeles","34.125","-118.125","20247687014121472"
"1202","2020 02 05","Delhi","28.625","77.125","10136073426436096"
"1203","2020 02 05","Taipei","25.125","121.625","4357270628466688"
"1204","2020 02 06","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1205","2020 02 06","Delhi","28.625","77.125","-1.26765060022823e+30"
"1206","2020 02 06","Taipei","25.125","121.625","3537604842618880"
"1207","2020 02 07","Los Angeles","34.125","-118.125","21112923208286208"
"1208","2020 02 07","Delhi","28.625","77.125","13137618837438464"
"1209","2020 02 07","Taipei","25.125","121.625","-1.26765060022823e+30"
"1210","2020 02 08","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1211","2020 02 08","Delhi","28.625","77.125","-1.26765060022823e+30"
"1212","2020 02 08","Taipei","25.125","121.625","6017574525468672"
"1213","2020 02 09","Los Angeles","34.125","-118.125","6405687634558976"
"1214","2020 02 09","Delhi","28.625","77.125","8772702630313984"
"1215","2020 02 09","Taipei","25.125","121.625","-1.26765060022823e+30"
"1216","2020 02 10","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1217","2020 02 10","Delhi","28.625","77.125","12162421816819712"
"1218","2020 02 10","Taipei","25.125","121.625","5761062972424192"
"1219","2020 02 11","Los Angeles","34.125","-118.125","8773491830554624"
"1220","2020 02 11","Delhi","28.625","77.125","-1.26765060022823e+30"
"1221","2020 02 11","Taipei","25.125","121.625","-1.26765060022823e+30"
"1222","2020 02 12","Los Angeles","34.125","-118.125","-1.26765060022823e+30"
"1223","2020 02 12","Delhi","28.625","77.125","8789750429253632"
"1224","2020 02 12","Taipei","25.125","121.625","7799357814341632"
"1225","2020 02 13","Los Angeles","34.125","-118.125","13265117089103872"
"1226","2020 02 13","Delhi","28.625","77.125","-1.26765060022823e+30"
"1227","2020 02 13","Taipei","25.125","121.625","-1.26765060022823e+30"
